S;170100030281;170100030281;SERVICIO DE REGISTRO DE DOMINIO Y CERTIFICADO DE SEGURIDAD  WEB SSL;A
S;210100040036;210100040036;SERVICIO DE APOYO DE OPERARIOS Y CHOFERES;I
S;350500020003;350500020003;CAPACITACION DEL PERSONAL EN GESTION ADMINISTRATIVA;A
S;352000010069;352000010069;CURSO DE CAPACITACION DE PERSONAL;A
S;352000010193;352000010193;CAPACITACION EN GERENCIA DE SERVICIOS DE SALUD;A
S;352000010952;352000010952;CAPACITACION EN ADMINISTRACION DE SERVICIOS DE SALUD;A
S;500100050561;500100050561;SERVICIO DE IMPRESIONES EN GENERAL;A
S;526000130055;526000130055;SERVICIO DE REUBICACION DEL GABINETE DE COMUNICACIONES;A
S;850500060011;850500060011;SEGURO TODO RIESGO (PRIMA);A
S;850500060012;850500060012;SERVICIO DE POLIZA DE SEGURO DE PROPIEDAD - MULTIRIESGO;I
S;850100040003;850100040003;SEGURO DE DESHONESTIDAD, DESAPARICION Y DESTRUCCION;I
S;850500040003;850500040003;SEGURO DE VEHICULO (PRIMA DE SEGURO);A
S;850500060002;850500060002;SEGURO - PROGRAMA INTEGRAL;A
S;850100030004;850100030004;SEGUROS ACCIDENTES PERSONALES;A
S;850100010005;850100010005;SEGURO DE VIDA Y ACCIDENTES PERSONALES (PRIMA);A
S;944000010019;944000010019;ALQUILER DE CONTENEDOR;A
S;850100080001;850100080001;SEGURO DE VIDA LEY;A
S;850100050008;850100050008;SEGURO PROGRAMA FORMACION LABORAL;A
S;600100040025;600100040025;MANTENIMIENTO Y REPARACION DE TECHOS DE INMUEBLES;I
S;110500040022;110500040022;SERVICIO DE INSTALACION DE CANALETAS;A
S;609600010064;609600010064;MANTENIMIENTO CORRECTIVO DE MAQUINA CEPILLADORA - GARLOPA;I
S;870500050006;870500050006;SERVICIO DE RADIO TRONCALIZADO;A
S;607500070202;607500070202;MANTENIMIENTO CORRECTIVO DE AUTOMOVIL;A
S;071100383109;071100383109;SERVICIO DE ELABORACIÓN DE MAQUETA VIRTUAL;A
S;850500010002;850500010002;SEGURO CONTRA INCENDIO (PRIMA DE SEGURO);A
S;850500010001;850500010001;SEGURO CONTRA INCENDIO (FRANQUICIA);A
S;850100050003;850100050003;SEGUROS PERSONALES;A
S;850100030007;850100030007;SEGURO ACCIDENTES PERSONALES POR ACTIVIDAD;A
S;850100030006;850100030006;SEGURO ACCIDENTES PERSONALES EN BASE A PLANILLAS DE SUELDOS;A
S;850100050010;850100050010;SEGURO DE ASISTENCIA NACIONAL MEDICO LEGAL Y PERSONAL;A
S;850500060005;850500060005;SEGURO TODO RIESGO (FRANQUICIA);A
S;840500010012;840500010012;SERVICIO DE SEGURIDAD Y VIGILANCIA;A
S;940100040018;940100040018;ALQUILER DE CENTRAL TELEFONICA;A
S;021200010013;021200010013;MEJORAMIENTO Y ACONDICIONAMIENTO DE LOS AMBIENTES;A
S;609100010121;609100010121;REPARACION DE MAQUETA;A
S;941000010024;941000010024;ALQUILER DE STAND;A
S;071100380815;071100380815;SERVICIO DE FORTALECIMIENTO DE GESTION ADMINISTRATIVA Y PROCEDIMENTAL;A
S;071100381852;071100381852;SERVICIO DE APOYO EN LA DOCUMENTACION DE SISTEMAS;I
S;110500120009;110500120009;SERVICIO DE HABILITACION DE TERRENO;I
S;701000020035;701000020035;SERVICIO DE PRODUCCION GENERAL;A
S;260100010001;260100010001;SERVICIO DE DESTILACION DE MOSTO DE UVA;A
S;501500030052;501500030052;DISEÑO Y DIAGRAMACION DE MANUALES;A
S;526000200001;526000200001;INSTALACION DE PUNTOS DE RED;A
S;600100040032;600100040032;MANTENIMIENTO Y REPARACION DE INMUEBLES;I
S;600100040038;600100040038;SERVICIO DE REPARACION DE PISOS Y PAREDES;A
S;600100090003;600100090003;MANTENIMIENTO Y REPARACION DE PUERTA DE VIDRIO TEMPLADO;I
S;602000010104;602000010104;MANTENIMIENTO PREVENTIVO DE SERVIDOR;A
S;602000010166;602000010166;MANTENIMIENTO PREVENTIVO DE COMPUTADORAS;A
S;606000020003;606000020003;RECARGA DE EXTINTORES;A
S;606000030006;606000030006;MANTENIMIENTO Y REPARACION DE EQUIPO DESTILADOR DE AGUA;I
S;606500260309;606500260309;SERVICIO DE CALIBRACION DE ESTUFA;A
S;606500260333;606500260333;MANTENIMIENTO Y REPARACION DE ESPECTOFOTOMETRO;I
S;606500260482;606500260482;SERVICIO DE CALIBRACION DE EQUIPOS DE LABORATORIO;A
S;060100020001;060100020001;SERVICIO DE DESINFECCIÓN DE CISTERNAS;A
S;150100020003;150100020003;PUBLICACIONES EN CATALOGOS;A
S;071100382478;071100382478;SERVICIO DE IMPLEMENTACION DEL SISTEMA DE CONTROL INTERNO;A
S;526000130248;526000130248;SERVICIO DE INSTALACION DE AISLAMIENTO ACUSTICO;A
S;870500030087;870500030087;SERVICIO DE RENOVACIÓN DE DOMINIO;A
S;352000011273;352000011273;CURSO EN TEMAS DE GESTION DE INDICADORES;A
S;352000013053;352000013053;CURSO ACTUALIZACIÓN DE LA NORMA ISO/IEC 17025 Y ESTRATEGIAS PARA SU ADECUACIÓN;A
S;609600010105;609600010105;MANTENIMIENTO PREVENTIVO DE CABINA DE PINTADO;A
S;070100020080;070100020080;CONSULTORIA EN EVALUACION DE CLIMA ORGANIZACIONAL;A
S;526000070035;526000070035;SERVICIO DE INSTALACIÓN DE CABINA DE SEGURIDAD BIOLÓGICA - CÁMARA DE BIOSEGURIDAD (NO INCLUYE EL BIEN);A
S;071100382292;071100382292;ELABORACION DE UNA PROPUESTA DE OFERTA Y DEMANDA FORMATIVA DE LOS DIFERENTES NIVELES DE EDUCACION TECNICA;A
S;071100382392;071100382392;SERVICIO DE MONITOREO DE ILUMINACION EN AMBIENTES DE TRABAJO;A
S;150100030012;150100030012;SERVICIO DE TRANSMISION DE PROGRAMA POR INTERNET;A
S;071100384756;071100384756;SERVICIO ESPECIALIZADO EN GEOLOGIA Y GEOTECNIA;A
S;071100383080;071100383080;SERVICIO ESPECIALIZADO HIDROGEOLOGICO;A
S;071100381577;071100381577;SERVICIO ESPECIALIZADO EN INGENIERIA GEOLOGICA;A
S;600100050014;600100050014;MANTENIMIENTO Y LIMPIEZA DE SISTEMA DE EVACUACION DE GRASA;A
S;120200010027;120200010027;SERVICIO DE ELABORACION DE ESTUDIO GEOLOGICO - GEOTECNICO;A
S;070100240002;070100240002;CONSULTORIA EN INGENIERIA GEOTECNICA;A
S;070100161783;070100161783;CONSULTORIA EN ELABORACION DE ESTUDIO HIDROGEOLOGICO;A
S;260200010034;260200010034;SERVICIO DE DISEÑO DE CALZADO;A
S;021200010009;021200010009;ACONDICIONAMIENTO DE PUERTA DE ALUMINIO;A
S;526000090003;526000090003;INSTALACION DE ELECTROBOMBA;I
S;850500060026;850500060026;SEGURO DE DESHONESTIDAD, DESAPARICIÓN Y DESTRUCCIÓN;A
S;602000010118;602000010118;MANTENIMIENTO CORRECTIVO DE IMPRESORA PARA PLANOS - PLOTTERS;A
S;602000010157;602000010157;MANTENIMIENTO PREVENTIVO DE IMPRESORA PARA PLANOS - PLOTTERS;A
S;607000070006;607000070006;SERVICIO DE PRUEBA HIDROSTATICA PARA BALON DE CLORO;A
S;606500260771;606500260771;MANTENIMIENTO PREVENTIVO DE BALÓN DE CLORO;A
S;080100100159;080100100159;CONTRATACION DE COORDINADOR DE CAPACITACION;I
S;080100100212;080100100212;CONTRATACION DE COORDINADOR TECNICO;I
S;071100386162;071100386162;SERVICIO ESPECIALIZADO EN INNOVACION Y DESARROLLO DE PRODUCTOS PESQUEROS AMAZONICOS DE VALOR AGREGADO;A
S;840500010041;840500010041;SERVICIO DE MONITOREO DE ALARMA DE SEGURIDAD;A
S;605500030002;605500030002;MANTENIMIENTO CORRECTIVO DE SISTEMA DE LA PLANTA DE TRATAMIENTO DE AGUA;I
S;607500030324;607500030324;CALIBRACION DE MAQUINA COMPRESORA;A
S;071100385353;071100385353;SERVICIO DE DISEÑO DE EDICIÓN DE FICHAS Y ACTUALIZACIÓN DE PLATAFORMA TECNOLÓGICA;A
S;110500120060;110500120060;SERVICIO DE NIVELACION DE TERRENO Y ASFALTADO DE PISO;A
S;944000010042;944000010042;ALQUILER DE MENAJE;A
S;375000020007;375000020007;SERVICIO DE ESTUDIO AGROLÓGICO;A
S;941000020007;941000020007;ALQUILER DE TOLDOS,TABLEROS,MANTELES Y TAPETES;A
S;941000020002;941000020002;ALQUILER DE MANTELERIA;A
S;602000010102;602000010102;MANTENIMIENTO PREVENTIVO DE COMPUTADORA PERSONAL PORTATIL;A
S;602000010173;602000010173;MANTENIMIENTO CORRECTIVO DE PROYECTOR MULTIMEDIA;A
S;605500010082;605500010082;MANTENIMIENTO PREVENTIVO DE ACUMULADOR DE ENERGIA - UPS Y ESTABILIZADORES;A
S;180200040028;180200040028;SERVICIO DE APLICACION DE FERTILIZANTES Y PESTICIDAS;A
S;609100010023;609100010023;MANTENIMIENTO CORRECTIVO DE POZO DE AGUA;A
S;071100381452;071100381452;SERVICIO DE DESARROLLO DE CONTENIDO DE PLAN ESTRATEGICO;A
S;070500010037;070500010037;ANALISIS DE TEMPERATURA;A
S;070500010038;070500010038;ANALISIS DE PH;A
S;070500010321;070500010321;ANALISIS DE LABORATORIO - SÓLIDOS TOTALES DISUELTOS;A
S;070500010058;070500010058;ANALISIS DE METALES;A
S;070500030879;070500030879;SERVICIO DE ANALISTA DE LABORATORIO FISICOQUÍMICO Y MICROBIOLOGÍA;I
S;070500010313;070500010313;ANALISIS DE LABORATORIO - HUEVOS Y LARVAS DE HELMINTOS, QUISTES Y PROTOZOARIOS PATOGENOS;A
S;600100040044;600100040044;SERVICIO DE REPARACION DE MURO PERIMETRICO;A
S;502000040002;502000040002;SERVICIO DE ESPIRALADO;A
S;061000030014;061000030014;SERVICIO DE LAVADO Y PLANCHADO DE PRENDAS;A
S;070100164584;070100164584;CONSULTORÍA PARA LA ELABORACIÓN DEL PLAN DE REFORZAMIENTO DE COMPETITIVIDAD;A
S;070100020149;070100020149;CONSULTORÍA EN COORDINACIÓN ADMINISTRATIVA;A
S;210100010854;210100010854;SERVICIO DE COORDINACIÓN ADMINISTRATIVA;A
S;170100040095;170100040095;SERVICIO DE DISEÑO Y DESARROLLO DE LA GESTIÓN DE SEGURIDAD DIGITAL;A
S;352000013057;352000013057;SEMINARIO DE SENSIBILIZACIÓN SOBRE CONTROL INTERNO;A
S;605500040002;605500040002;MANTENIMIENTO PREVENTIVO DE MOTOBOMBAS;A
S;062000010012;062000010012;SERVICIO DE LIMPIEZA DE TECHOS Y CANALETAS;A
S;071100388205;071100388205;SERVICIO DE ANÁLISIS SITUACIONAL Y PROPUESTA DE RUTA ESTRATÉGICA;A
S;606500180007;606500180007;MANTENIMIENTO CORRECTIVO DE MICROSCOPIO;A
S;071100220003;071100220003;SERVICIOS ESPECIALIZADOS EN REVISION DE ESTUDIOS AMBIENTALES;A
S;071100386928;071100386928;SERVICIO DE CODIFICACIÓN Y ANÁLISIS DE INFORMACIÓN CUANTITATIVA;A
S;606500130012;606500130012;MANTENIMIENTO PREVENTIVO DE EQUIPOS DE RAYOS X;A
S;850100050002;850100050002;SEGURO DE VIAJERO;A
S;170100030041;170100030041;SERVICIO DE CUSTODIA DE MEDIOS MAGNETICOS;A
S;940100040071;940100040071;ALQUILER DE SISTEMA DE PROTECCION Y SEGURIDAD PARA RED - FIREWALL;A
S;942500010024;942500010024;SERVICIO DE SOPORTE DE SOFTWARE;A
S;071100387729;071100387729;SERVICIO ESPECIALIZADO EN FORTALECIMIENTO ORGANIZACIONAL;A
S;601000010019;601000010019;MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 60000 BTU;A
S;601000010020;601000010020;MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 36000 BTU;A
S;601000010044;601000010044;MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 24000 BTU;A
S;601000010017;601000010017;MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 18000 BTU;A
S;071100380770;071100380770;SERVICIO DE ASISTENCIA TECNICA EN INGENIERIA;A
S;210100010152;210100010152;SERVICIO DE TRAMITE DE INSCRIPCION Y ELABORACION DE DECLARATORIA DE FABRICA;A
S;210100010144;210100010144;SERVICIO DE APOYO EN TRAMITACION;I
S;071100380737;071100380737;SERVICIO DE FACILITACION EN TALLERES DE CAPACITACION;A
S;901500070037;901500070037;SERVICIO DE TRANSPORTE Y TRASLADO DE INSUMOS QUIMICOS FISCALIZADOS;A
S;071100384969;071100384969;SERVICIO DE ELABORACION DE MEMORIA DESCRIPTIVA Y COMPLEMENTACION DE EXPEDIENTE TECNICO;A
S;608500100015;608500100015;MANTENIMIENTO CORRECTIVO DE POTENCIOMETRO;A
S;375000080045;375000080045;ESTUDIO PARA ELABORACION DE PLAN DE MONITOREO ARQUEOLOGICO;A
S;352000011906;352000011906;CURSO DE IDIOMA INGLES INTERMEDIO;A
S;940100070060;940100070060;ALQUILER DE DETECTOR DE CUERPO EXTRAÑO DE METAL EN MANUFACTURAS;A
S;070500040110;070500040110;INTERVENCION ESPECIALIZADA EN ACTIVIDADES DE SUPERVISION;A
S;071100386639;071100386639;SERVICIO DE REVISIÓN TÉCNICA ESPECIALIZADA EN INFRAESTRUCTURA;A
S;600100090047;600100090047;MANTENIMIENTO CORRECTIVO DE PUERTAS DE VIDRIO;A
S;607500070069;607500070069;SERVICIO DE TAPIZADO DE VEHICULO;A
S;607500070180;607500070180;MANTENIMIENTO CORRECTIVO DE SISTEMA DE AIRE ACONDICIONADO DE VEHICULO;A
S;071100388223;071100388223;SERVICIO ESPECIALIZADO PARA LA GESTION DE PROYECTOS DE MEJORA, DISEÑO O REDISEÑO DE PROCESOS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN;A
S;352000011675;352000011675;CHARLA DE SENSIBILIZACION;A
S;352000012526;352000012526;CURSO DE HABILIDADES BLANDAS;A
S;941000010057;941000010057;ALQUILER DE SOPORTE EXPOSITOR DE CARTELES - BANNER STANDS;A
S;600100040019;600100040019;SERVICIO DE PINTADO DE LA FACHADA DE LA INSTITUCION;A
S;071100380707;071100380707;SERVICIO DE ELABORACION DE ESTUDIOS DE PREINVERSION;A
S;526100010050;526100010050;SERVICIO DE INSTALACIÓN DE COBERTURA LIVIANA DE ALUZINC;A
S;502000030005;502000030005;SERVICIO DE EMPASTADO;A
S;071100386384;071100386384;SERVICIO DE SEGUIMIENTO DE INDICADORES DE DESEMPEÑO;A
S;071100384495;071100384495;SERVICIO DE ELABORACION DE NORMAS TECNICAS Y GUIAS METODOLOGICAS;A
S;071100385975;071100385975;SERVICIO DE SISTEMATIZACIÓN Y ANÁLISIS DE INFORMACIÓN SOBRE LINEAMIENTOS PARA LAS PUBLICACIONES DE PROMOCIÓN DE LA TRANSFERENCIA TECNOLÓGICA;A
S;609100010064;609100010064;MANTENIMIENTO CORRECTIVO DE ACUARIOS;A
S;080100020191;080100020191;CONTRATACIÓN DE ESPECIALISTA EN INGENIERIA DE MANTENIMIENTO;I
S;170100020167;170100020167;SUSCRIPCION ANUAL EN LINEA A FASHION FORECASTING;A
S;071100386888;071100386888;SERVICIO DE MONITOREO DE ACTIVIDADES DE MANTENIMIENTO DE INFRAESTRUCTURA;A
S;071100384660;071100384660;SERVICIO DE SEGUIMIENTO Y MONITOREO AL DESARROLLO E IMPLEMENTACIÓN DE MEJORAS;A
S;071100382982;071100382982;SERVICIO DE SEGUIMIENTO Y ACOMPAÑAMIENTO DE GESTION DE PROYECTOS;A
S;071100388076;071100388076;SERVICIO DE APLICACIÓN DE MÉTODOS, PROCEDIMIENTO O TECNOLOGÍAS A PRODUCTOS AGROINDUSTRIALES;A
S;071100389174;071100389174;SERVICIO ESPECIALIZADO EN GESTIÓN DE MANTENIMIENTO;A
S;608500040018;608500040018;MANTENIMIENTO PREVENTIVO DE BALANZA DE PLATAFORMA;A
S;071100385243;071100385243;SERVICIO DE ELABORACIÓN DE CONTENIDO Y DISEÑO DE MATERIALES COMUNICACIONALES;A
S;524500060035;524500060035;INSTALACION DE ANTENA DE RADIO ENLACE (NO INCLUYE EL BIEN);A
S;601000020107;601000020107;MANTENIMIENTO PREVENTIVO DE SISTEMA ENFRIADOR DE AGUA;A
S;601000020104;601000020104;MANTENIMIENTO PREVENTIVO Y CALIBRACIÓN DE CÁMARA DE REFRIGERACIÓN;A
S;870500030036;870500030036;SERVICIO DE DOMINIO EMPRESA ANUAL;A
S;070100160061;070100160061;CONSULTORIA EN GOBIERNO ELECTRONICO;A
S;526000130071;526000130071;INSTALACION DE CERCO METALICO;A
S;071100384590;071100384590;SERVICIO ESPECIALIZADO EN ANALISIS DE DATOS Y ESTADISTICAS;A
S;071100389141;071100389141;SERVICIO ESPECIALIZADO DE TRANSFERENCIA TECNOLÓGICA EN PROCESOS AGROINDUSTRIALES;A
S;210100010640;210100010640;SERVICIO DE MONITOREO Y  VERIFICACION DE CONTRATOS, CONVENIOS Y DOCUMENTOS DE PAGO;A
S;210100010884;210100010884;SERVICIO DE CORDINACIÓN EN USO DE TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN;A
S;526000130025;526000130025;SERVICIO DE DESMONTAJE Y MONTAJE DE AIRE ACONDICIONADO;A
S;120200010035;120200010035;SERVICIO DE ANALISIS DE CALIDAD DEL AGUA;A
S;071100389713;071100389713;SERVICIO DE APOYO EN LA GESTIÓN DE BASES DE DATOS PARA EL ANÁLISIS DE INFORMACIÓN DE EJECUCIÓN PRESUPUESTARIA (SIGA Y SIAF);I
S;608500100263;608500100263;MANTENIMIENTO PREVENTIVO DE DINAMÓMETRO;A
S;608500100262;608500100262;MANTENIMIENTO PREVENTIVO DE MICRÓMETRO;A
S;608500100261;608500100261;MANTENIMIENTO PREVENTIVO DE FROTÓMETRO;A
S;608500100259;608500100259;MANTENIMIENTO PREVENTIVO DE EQUIPO DE PERMEABILIDAD;A
S;608500100258;608500100258;MANTENIMIENTO PREVENTIVO DE ABRASÍMETRO MARTINDALE RESISTENCIA A LA ABRACIÓN/PILLING;A
S;608500100257;608500100257;MANTENIMIENTO PREVENTIVO DE ABRASÍMETRO DE CILINDRO GIRATORIO;A
S;607500010498;607500010498;MANTENIMIENTO PREVENTIVO DE COMPROBADOR DE ARMADURA;A
S;606500260924;606500260924;MANTENIMIENTO PREDICTIVO DE PURIFICADOR DE AGUA;A
S;210100010793;210100010793;SERVICIO DE ASISTENCIA EN SERVICIOS GENERALES;A
S;608500100260;608500100260;MANTENIMIENTO PREVENTIVO DE FLEXÓMETRO PARA SUELAS DE CALZADO;A
S;071100387238;071100387238;SERVICIO DE MONITOREO OCUPACIONAL DE RIESGO LABORAL;A
S;071100380570;071100380570;SERVICIO ESPECIALIZADO DE MANTENIMIENTO Y APOYO TECNICO EN MECANICA;I
S;170100030559;170100030559;SERVICIO DE ELABORACION DE REPORTES E INDICADORES A LA BASE DE DATOS;A
S;607500030550;607500030550;MANTENIMIENTO PREVENTIVO DE MÁQUINA DE PICAR;A
S;071100381570;071100381570;SERVICIO DE DESARROLLO DE INSTRUMENTOS DE EVALUACIÓN DE IMPACTO;A
S;071100430288;071100430288;SERVICIO ESPECIALIZADO EN INNOVACIÓN AGROINDUSTRIAL ECOLÓGICA;A
S;071100382684;071100382684;SERVICIO DE ANÁLISIS DE LA EJECUCIÓN PRESUPUESTAL DE METAS FINANCIERAS;A
S;070100130010;070100130010;CONSULTORÍA EN TRAMITACIÓN DE LICENCIA DE USO DEL AGUA;I
S;609500010002;609500010002;MANTENIMIENTO CORRECTIVO DE ASCENSORES;A
S;170100031159;170100031159;SERVICIO DE ASISTENCIA DE ELABORACIÓN, SEGUIMIENTO Y CONTROL DE EXPEDIENTES;A
S;071100382227;071100382227;SERVICIO DE ELABORACION DE PROCEDIMIENTOS PARA AUTORIZACION DE OBRA;A
S;210100010175;210100010175;SERVICIO DE ELABORACION DE DOCUMENTOS ADMINISTRATIVOS;A
S;940100070020;940100070020;ALQUILER DE MOTOPULVERIZADOR;A
S;940100070072;940100070072;ALQUILER DE ROCIADOR ELÉCTRICO - ASPERJADOR;A
S;071100386251;071100386251;SERVICIO DE ELABORACIÓN DE INFORMACIÓN, REDACCIÓN, DISEÑO Y DIAGRAMACIÓN DE TEXTOS;A
S;070100160003;070100160003;ASESORIA EN PERITAJE GRAFOTECNICO;A
S;071100388109;071100388109;SERVICIO DE SISTEMATIZACIÓN Y ANÁLISIS DE INFORMACIÓN SECTORIAL Y DEPARTAMENTAL PARA EL SEGUIMIENTO Y EVALUACIÓN;A
S;609600010205;609600010205;MANTENIMIENTO PREDICTIVO DE EQUIPO DE TRATAMIENTO DE AGUA;A
S;607500030554;607500030554;MANTENIMIENTO CORRECTIVO DE MÁQUINA CORTADORA TROQUELADORA;A
S;071100382590;071100382590;SERVICIO DE COORDINACIÓN DE EVENTO;A
S;210100020084;210100020084;SERVICIO DE AUDITORIA DE SEGUIMIENTO DE CERTIFICACION ISO 9001:2015;A
S;071100384425;071100384425;SERVICIOS DE IMPLEMENTACION DEL SISTEMA DE GESTION DE LA CALIDAD BASADO ISO 9001 2015;A
S;071100430349;071100430349;SERVICIO DE APOYO EN GESTIÓN DE LA CALIDAD PARA EL SECTOR AGROINDUSTRIAL;I
S;606500260735;606500260735;MANTENIMIENTO PREVENTIVO DE CROMATOGRAFO LIQUIDO;A
S;607500030470;607500030470;MANTENIMIENTO CORRECTIVO DE MÁQUINA DESBASTADORA;A
S;210100040047;210100040047;SERVICIO DE PARTICIPACION EN FERIAS;A
S;604000010012;604000010012;MANTENIMIENTO CORRECTIVO DE EXTRACTOR MULTISOVENTE DE FLUÍDOS SUPERCRÍTICOS;A
S;600100040136;600100040136;MANTENIMIENTO CORRECTIVO DE TECHO;A
S;607500030555;607500030555;MANTENIMIENTO CORRECTIVO DE MÁQUINA APARADORA;A
S;170100031103;170100031103;SERVICIO DE DIAGNÓSTICO EN HARDARE Y SOFTWARE Y FORMULACIÓN DEL PLAN DE CONTINGENCIA DE SISTEMAS INFORMÁTICOS;A
S;070500010045;070500010045;SERVICIO DE PREPARACION DE SOLUCIONES ESTANDAR DE LABORATORIO;A
S;071100381725;071100381725;SERVICIO DE APOYO AL SEGUIMIENTO DE PROPUESTAS PRODUCTIVAS;I
S;071100430370;071100430370;SERVICIO DE ASISTENCIA DE COORDINACIÓN DE CAMPO PARA PROYECTO DE CERTIFICACIÓN DE COMPETENCIAS LABORALES;A
S;071100387439;071100387439;SERVICIO EN SEGUIMIENTO Y ASISTENCIA TÉCNICA PARA COORDINACIÓN;A
S;071100387383;071100387383;SERVICIO DE ELABORACIÓN DE INVENTARIO DE COMPETENCIAS PERSONALES PARA POSTULANTES Y BECARIOS;A
S;071100387363;071100387363;SERVICIO DE ASISTENCIA DE MONITOREO DE PROYECTO;A
S;071100386372;071100386372;SERVICIO DE SISTEMATIZACION DE REGISTROS Y CONSOLIDACION DE DATOS;A
S;071100387552;071100387552;SERVICIO DE LIMPIEZA, SUCCIÓN Y DISPOSICIÓN FINAL DE RESIDUOS SEMISÓLIDOS NO PELIGROSOS;A
S;606000020038;606000020038;RECARGA DE EXTINTOR DE CO2;A
S;607500030499;607500030499;MANTENIMIENTO CORRECTIVO DE CORTADORA DE POTA;A
S;609600010063;609600010063;MANTENIMIENTO CORRECTIVO DE CALDERO;A
S;526000140004;526000140004;SERVICIO DE DESMONTAJE Y TRASLADO DE EQUIPOS DE COMPUTO;A
S;526100020027;526100020027;SERVICIO DE DISEÑO, DESMONTAJE E INSTALACIÓN DE CANALETAS PLUVIALES;A
S;071100220012;071100220012;SERVICIO FACILITADOR EN GESTION AMBIENTAL;A
S;526000130164;526000130164;INSTALACION DE LAMINADO PARA MAMPARA;A
S;526000130242;526000130242;INSTALACION DE LAMINA DECORATIVA PARA VIDRIO;A
S;070100164204;070100164204;CONSULTORÍA PARA REALIZACIÓN DE ESTUDIO DE CÁLCULO DE HUELLA DE CARBONO;A
S;071100384995;071100384995;SERVICIO DE ELABORACION DE LINEAMIENTOS Y ORIENTACIONES DE ENFOQUE AMBIENTAL;A
S;526100010045;526100010045;SERVICIO DE DESMONTAJE DE TANQUE DE ALMACENAMIENTO DE COMBUSTIBLE;A
S;062000020018;062000020018;SERVICIO DE LIMPIEZA DE ALCANTARILLAS;A
S;060100020006;060100020006;SERVICIO DE LIMPIEZA Y DESINFECCION CISTERNA;A
S;060100030006;060100030006;SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE SILO;A
S;071100381525;071100381525;SERVICIO DE LEVANTAMIENTO Y ACTUALIZACION DE INFORMACION PRODUCTIVA;A
S;210100010427;210100010427;SERVICIO DE PAGO A PEAJE A CONCESIONARIO;A
